0fd1fb5 0fc5ae8 001e043 0fd1a3f 0fc5780 
0fc804e 0fbcf42 000c013 0fc91af 0fbc5de 
0fd201c 0fc6f0e 001d349 0fd2cc5 0fc65db 
0fc91c6 0fbe113 0fff7bb 0fcadd6 0fbd6a9 
0fcd6d2 0fc2591 001e0be 0fcdf18 0fc1d2b 
0fcf598 0fc44bb 0010db6 0fd0ee3 0fc3a85 
0fc7f8d 0fbce62 000bc7c 0fc9104 0fbc53a 
0fd1fdf 0fc6ea2 001d3bd 0fd2c4b 0fc659f 
0fc91bc 0fbe0da 0fff56a 0fcad6d 0fbd679 
0fcd6c4 0fc255d 001df28 0fcde8c 0fc1ced 
0fcf5ee 0fc4518 0010ee2 0fd0eda 0fc3ab6 
0fc7e9c 0fbcd8a 000b997 0fc9007 0fbc439 
0fd1e73 0fc6d67 001d515 0fd2af0 0fc6443 
0fc90e4 0fbe045 0fff595 0fcace0 0fbd5cb 
0fcd585 0fc2459 001df77 0fcdd9d 0fc1bd2 
0fcf5f8 0fc4544 0011180 0fd0f02 0fc3ae5 
0fc7e84 0fbcd7d 000baca 0fc8ff6 0fbc439 
0fd1fa5 0fc6e7b 001d4a9 0fd2bee 0fc657a 
0fc9336 0fbe266 0fff7b9 0fcaf04 0fbd813 
0fcd5b2 0fc246a 001decc 0fcdda4 0fc1c00 
0fcf71f 0fc465f 0011246 0fd0ff2 0fc3c03 
0fc7e6a 0fbcd70 000b55c 0fc8fe0 0fbc417 
0fd1fa2 0fc6e9c 001d45c 0fd2bba 0fc656b 
0fc9363 0fbe2c5 0fff3ae 0fcaf20 0fbd835 
0fcd4c1 0fc23ae 001dc0f 0fcdca3 0fc1b08 
0fcf757 0fc46c3 00111a3 0fd101f 0fc3c46 
0fc7e79 0fbcda8 000b21a 0fc9017 0fbc433 
0fd1f3f 0fc6e59 001d494 0fd2b70 0fc6524 
0fc93c7 0fbe33b 0fff36a 0fcafb5 0fbd8c2 
0fcd567 0fc2460 001da61 0fcdd71 0fc1bde 
0fcf7cb 0fc474e 00112b5 0fd10b0 0fc3ceb 
0fc7dab 0fbccee 000aeb2 0fc8f69 0fbc390 
0fd1f08 0fc6e28 001d4fe 0fd2b25 0fc6512 
0fc9418 0fbe397 0fff296 0fcafed 0fbd91b 
0fcd3ba 0fc22be 001daa9 0fcdba6 0fc1a31 
0fcf7c4 0fc4746 0011325 0fd1063 0fc3cd8 
0fc7e25 0fbcd71 000abaa 0fc8fb6 0fbc3f4 
0fd1f8d 0fc6ebb 001d471 0fd2b6f 0fc6581 
0fc945f 0fbe3f0 0fff216 0fcb021 0fbd95d 
0fcd3e6 0fc22f1 001d9bc 0fcdbbe 0fc1a5d 
0fcf898 0fc482d 001176d 0fd1139 0fc3db7 
0fc7e3e 0fbcd99 000aeb8 0fc8fff 0fbc428 
0fd2000 0fc6f50 001d4e7 0fd2c0f 0fc6629 
0fc957b 0fbe52c 0fff698 0fcb1a0 0fbdaac 
0fcd2ea 0fc2208 001da61 0fcdafc 0fc198f 
0fcf98a 0fc4922 001190a 0fd121d 0fc3ebc 
0fc7e42 0fbcda1 000ad08 0fc8fe6 0fbc428 
0fd1fdd 0fc6f3a 001d583 0fd2ba8 0fc65f4 
0fc95bd 0fbe587 0fff8ab 0fcb199 0fbdad2 
0fcd371 0fc22be 001daa2 0fcdb3b 0fc19f3 
0fcfa84 0fc4a4c 0011b5f 0fd12f1 0fc3fa7 
0fc7e58 0fbcdd3 000acef 0fc8ff9 0fbc430 
0fd1fc3 0fc6f2e 001d5b6 0fd2b8d 0fc65de 
0fc95a2 0fbe56e 0fff884 0fcb19d 0fbdac2 
0fcd25f 0fc21aa 001d9de 0fcda61 0fc18fc 
0fcfa8a 0fc4a45 0011cc4 0fd130f 0fc3fca 
0fc7dbb 0fbcd41 000a81f 0fc8f9f 0fbc3b9 
0fd1f78 0fc6eee 001d5f3 0fd2b4a 0fc65ae 
0fc9615 0fbe5f9 0fff734 0fcb222 0fbdb40 
0fcd1e7 0fc213b 001d7e5 0fcd9bd 0fc1875 
0fcfac1 0fc4a89 0011bf8 0fd12fe 0fc3fe0 
0fc7d14 0fbcca0 000a5e5 0fc8ec1 0fbc2e5 
0fd1f1a 0fc6e8b 001d698 0fd2a70 0fc651e 
0fc9763 0fbe730 0fff87c 0fcb304 0fbdc5a 
0fcd169 0fc20b6 001d8b5 0fcd90d 0fc17e5 
0fcfaa8 0fc4a70 0011f06 0fd12ca 0fc3fcf 
0fc7cc1 0fbcc52 000a520 0fc8e89 0fbc2ac 
0fd1f16 0fc6e88 001d6cd 0fd2a83 0fc6544 
0fc97de 0fbe7b3 0fff746 0fcb3ca 0fbdd05 
0fcd2ab 0fc21ec 001d5b1 0fcda6a 0fc193c 
0fcfc6c 0fc4c18 0011f32 0fd149b 0fc418f 
0fc7d5a 0fbccac 000a252 0fc8f3b 0fbc31d 
0fd1ea3 0fc6dc2 001d6fa 0fd2a23 0fc6498 
0fc977b 0fbe6f3 0fff535 0fcb381 0fbdc60 
0fcd089 0fc1f66 001d538 0fcd8a6 0fc16da 
0fcfba6 0fc4af0 0011ed3 0fd1407 0fc4096 
0fc7cf2 0fbcbf8 0009de0 0fc8f40 0fbc292 
0fd1f25 0fc6e0d 001d6dc 0fd2b10 0fc650e 
0fc97f7 0fbe73d 0fff685 0fcb42f 0fbdcdf 
0fcd036 0fc1eee 001d4e5 0fcd89b 0fc1696 
0fcfc5b 0fc4b86 001212f 0fd14bc 0fc4164 
0fc7caa 0fbcbaa 0009c62 0fc8f23 0fbc26e 
0fd1f12 0fc6e0a 001d726 0fd2b15 0fc651d 
0fc9937 0fbe89e 0fff775 0fcb59f 0fbde34 
0fcd0af 0fc1f93 001d33e 0fcd94c 0fc1717 
0fcfe07 0fc4d56 0012375 0fd1677 0fc4307 
0fc7e1f 0fbcd2a 0009ce2 0fc90a3 0fbc3c1 
0fd1ff1 0fc6ee5 001d6ab 0fd2bf4 0fc65ef 
0fc993d 0fbe886 0fff8c4 0fcb59d 0fbde2a 
0fcd110 0fc1fd6 001d37c 0fcd9ba 0fc178a 
0fcfe22 0fc4d71 0012406 0fd16ca 0fc4359 
0fc7dff 0fbcd13 0009e15 0fc90d3 0fbc3ec 
0fd2036 0fc6f37 001d6eb 0fd2c7e 0fc667e 
0fc9a5b 0fbe9bc 0fffbdd 0fcb711 0fbdf83 
0fcd14b 0fc2014 001d41d 0fcda27 0fc17d7 
0fcfff8 0fc4f36 00125f8 0fd1886 0fc4512 
0fc7e4d 0fbcd57 0009cf5 0fc9118 0fbc407 
0fd2045 0fc6f2b 001d6d6 0fd2c49 0fc6638 
0fc9bb2 0fbeaf9 0fffa75 0fcb824 0fbe095 
0fcd126 0fc1feb 001d174 0fcd9f9 0fc178e 
0fd009a 0fc4fe5 0012667 0fd1931 0fc45ba 
0fc7df8 0fbcd0d 0009777 0fc9105 0fbc3ce 
0fd1fdb 0fc6ed7 001d6e1 0fd2c0f 0fc660f 
0fc9c06 0fbeb73 0fff82d 0fcb8ba 0fbe125 
0fccffb 0fc1ed7 001d0b8 0fcd8fb 0fc169b 
0fd00b8 0fc5019 001279c 0fd194c 0fc45f6 
0fc7ed4 0fbcde1 000960b 0fc91d2 0fbc4b6 
0fd20c2 0fc6fa3 001d64c 0fd2cc1 0fc66dd 
0fc9ba5 0fbeaf2 0fff806 0fcb826 0fbe0a2 
0fccf6f 0fc1e3c 001cf3f 0fcd846 0fc15db 
0fd007e 0fc4fcb 00126e4 0fd18ea 0fc4597 
0fc7ceb 0fbcc0b 00091a9 0fc9001 0fbc2b5 
0fd1ecc 0fc6dd0 001d7af 0fd2ad7 0fc64f0 
0fc9b18 0fbea84 0fff58f 0fcb7cc 0fbe02f 
0fcce81 0fc1d62 001ce56 0fcd77f 0fc151e 
0fd00be 0fc5013 001281e 0fd192b 0fc4600 
0fc7ca8 0fbcbcb 000920b 0fc8fbf 0fbc29d 
0fd1f45 0fc6e49 001d7e8 0fd2b30 0fc6589 
0fc9c18 0fbeb8b 0fff87d 0fcb89e 0fbe131 
0fccdf8 0fc1d00 001ce86 0fcd6d5 0fc148a 
0fcfff3 0fc4f7e 0012a94 0fd1843 0fc4530 
0fc7c5a 0fbcbb5 000923e 0fc8f6e 0fbc242 
0fd1e8c 0fc6dcc 001d8af 0fd2a6e 0fc64c6 
0fc9b56 0fbeafa 0fffa5e 0fcb7f8 0fbe072 
0fccded 0fc1cf9 001cd6e 0fcd6c6 0fc147d 
0fd009f 0fc501a 0012980 0fd18d9 0fc45ea 
0fc7c53 0fbcb92 0008bb1 0fc8f68 0fbc24c 
0fd1e89 0fc6d9a 001d875 0fd2a41 0fc64d6 
0fc9c09 0fbeb83 0fff708 0fcb896 0fbe145 
0fccb8b 0fc1a8e 001cd39 0fcd46c 0fc1246 
0fcffde 0fc4f71 0012cb4 0fd1827 0fc454e 
0fc7a91 0fbca01 0008c68 0fc8dde 0fbc0a7 
0fd1bf3 0fc6b64 001db34 0fd27de 0fc6254 
0fc997a 0fbe955 0fffbe4 0fcb64c 0fbdec4 
0fcc9a7 0fc18f9 001cf12 0fcd2b8 0fc1054 
0fcfe87 0fc4e43 001303c 0fd16d6 0fc43e3 
0fc7807 0fbc772 0008c3a 0fc8b50 0fbbdf4 
0fd19d5 0fc6922 001dd5e 0fd2594 0fc6022 
0fc98ea 0fbe8b1 0fff9aa 0fcb5ce 0fbde40 
0fcc7c9 0fc170f 001cd8c 0fcd0ed 0fc0e9c 
0fcfd7d 0fc4d38 001300a 0fd15cc 0fc430e 
0fc775a 0fbc6cf 0008879 0fc8ab8 0fbbd7b 
0fd1945 0fc689b 001dddf 0fd24e3 0fc5fb5 
0fc9914 0fbe8d4 0fff8db 0fcb5c7 0fbde6d 
0fcb1d4 0fc02d6 0002033 0fccf8e 0fbf849 
0fcac3e 0fbfcbb 0018967 0fcb812 0fbf419 
0fd0fb6 0fc6088 00170cd 0fd256e 0fc5698 
0fc747e 0fbc54f 00026f1 0fc8bc9 0fbbb87 
0fd0bc0 0fc5c3d 001e951 0fd165b 0fc5389 
0fcb2be 0fc03b9 0002268 0fcd081 0fbf93e 
0fcac7d 0fbfcea 00187c3 0fcb86a 0fbf457 
0fd0fbe 0fc608e 00171b1 0fd2591 0fc56a9 
0fc73a6 0fbc46b 00024d9 0fc8b0c 0fbbaa8 
0fd0aa7 0fc5b22 001e9f5 0fd154e 0fc525d 
0fcb151 0fc0251 000223c 0fccf28 0fbf7bd 
0fcab63 0fbfbe6 0018846 0fcb764 0fbf340 
0fd1001 0fc60d9 00171b3 0fd25c0 0fc56e8 
0fc74b3 0fbc57e 00023f9 0fc8c0f 0fbbbba 
0fd0b3a 0fc5bae 001e96d 0fd15cc 0fc52fe 
0fcb278 0fc036f 00021d3 0fcd048 0fbf8f5 
0fcab24 0fbfb98 00186b5 0fcb739 0fbf30d 
0fd104c 0fc6120 00172a3 0fd260d 0fc5746 
0fc74d9 0fbc5a7 00022a7 0fc8c43 0fbbbe1 
0fd0b97 0fc5c1b 001e913 0fd1627 0fc5363 
0fcb2fd 0fc040e 00023c2 0fcd0b9 0fbf974 
0fcabfd 0fbfc8b 001861a 0fcb7fe 0fbf3db 
0fd119a 0fc6284 001747e 0fd2726 0fc587a 
0fc7600 0fbc6ed 000250b 0fc8d7b 0fbbd09 
0fd0bd2 0fc5c53 001e90d 0fd1643 0fc5392 
0fcb48c 0fc058a 0002651 0fcd23c 0fbfb00 
0fcab74 0fbfbf0 00183d0 0fcb773 0fbf359 
0fd1058 0fc6126 00174d1 0fd25e3 0fc5746 
0fc74c0 0fbc591 0002121 0fc8c35 0fbbbcf 
0fd0ac2 0fc5b4a 001e9c2 0fd1530 0fc5293 
0fcb316 0fc042e 0002660 0fcd0cc 0fbf99f 
0fca97b 0fbfa0e 0018504 0fcb574 0fbf162 
0fd0fae 0fc60a4 00176a3 0fd2519 0fc569d 
0fc7387 0fbc47b 000215c 0fc8af2 0fbba88 
0fd0932 0fc59d3 001eb41 0fd136d 0fc50eb 
0fcb30e 0fc0438 000289b 0fcd09b 0fbf981 
0fca867 0fbf90a 00182a0 0fcb451 0fbf045 
0fd0f78 0fc6075 001777d 0fd24ca 0fc566b 
0fc7285 0fbc385 0001e6f 0fc8a02 0fbb998 
0fd080b 0fc58c2 001ebfc 0fd123e 0fc4fd4 
0fcb23a 0fc0388 0002819 0fccfeb 0fbf8cc 
0fca6b1 0fbf77d 00181b8 0fcb2bd 0fbeeac 
0fd0ee0 0fc6004 0017a28 0fd2429 0fc55eb 
0fc71b6 0fbc2db 0001f91 0fc8951 0fbb8da 
0fd0664 0fc5733 001edb0 0fd109c 0fc4e3b 
0fcb1f8 0fc035a 0002b28 0fccfc1 0fbf8a0 
0fca50c 0fbf5db 00181cc 0fcb121 0fbed06 
0fd0ddd 0fc5ef8 0017b04 0fd2316 0fc54dc 
0fc7030 0fbc154 0001d1c 0fc87d0 0fbb752 
0fd0542 0fc5618 001ee57 0fd0f75 0fc4d21 
0fcb097 0fc01f9 0002b82 0fcce59 0fbf748 
0fca396 0fbf46d 0018053 0fcafc0 0fbeba1 
0fd0d01 0fc5e27 0017bc6 0fd223a 0fc5409 
0fc6f89 0fbc0bb 0001bf7 0fc8748 0fbb6bb 
0fd03e7 0fc54cb 001ef4f 0fd0e25 0fc4bc6 
0fcafed 0fc015b 0002bb2 0fccdb8 0fbf6a2 
0fca2ee 0fbf3cc 0017f75 0fcaf16 0fbeafa 
0fd0d15 0fc5e3d 0017cdf 0fd221b 0fc5419 
0fc6f9e 0fbc0c9 0001a84 0fc8744 0fbb6d3 
0fd0349 0fc5428 001effb 0fd0d4f 0fc4b22 
0fcafc2 0fc012f 0002c6a 0fccd7f 0fbf67a 
0fca1ce 0fbf2bf 0017e51 0fcadfc 0fbe9e1 
0fd0bf6 0fc5d49 0017eba 0fd2110 0fc5309 
0fc6dbf 0fbbf21 00019d2 0fc8597 0fbb508 
0fd0227 0fc5326 001f0c2 0fd0c35 0fc4a05 
0fcaf74 0fc00fd 0002ce6 0fccd22 0fbf62a 
0fca133 0fbf235 0017ce3 0fcad52 0fbe947 
0fd0b5e 0fc5cb2 0017f95 0fd2061 0fc527d 
0fc6d7b 0fbbed8 00017d6 0fc8552 0fbb4c3 
0fd016a 0fc526a 001f153 0fd0b5e 0fc4941 
0fcae3f 0fbffd3 0002e96 0fccbf0 0fbf4fc 
0fc9fbe 0fbf0d5 0017d94 0fcabea 0fbe7de 
0fd0a6e 0fc5bda 0018176 0fd1f69 0fc5190 
0fc6c81 0fbbdef 0001893 0fc8449 0fbb3bd 
0fcff8a 0fc50a8 001f2d9 0fd0999 0fc4791 
0fcaf0d 0fc00b7 0003036 0fcccb8 0fbf5dc 
0fc9f09 0fbf02a 0017c84 0fcab38 0fbe733 
0fd0af2 0fc5c56 0018383 0fd1fb6 0fc521b 
0fc6c16 0fbbd8e 00019dd 0fc83ed 0fbb36d 
0fcff35 0fc505a 001f389 0fd0928 0fc473f 
0fcae6a 0fc0029 0003468 0fccc22 0fbf546 
0fc9d9e 0fbeecc 0017c63 0fca9d3 0fbe5ce 
0fd0a54 0fc5bd3 0018531 0fd1f18 0fc5189 
0fc6b66 0fbbcf0 00017fd 0fc8343 0fbb2b7 
0fcfe75 0fc4fad 001f3cc 0fd085b 0fc4685 
0fcaec6 0fc0093 0003341 0fccc71 0fbf5a8 
0fc9d21 0fbee60 00178a8 0fca94c 0fbe554 
0fd0a10 0fc5b93 00184ed 0fd1eb0 0fc513d 
0fc6b2e 0fbbcd0 0001647 0fc832c 0fbb293 
0fcfde5 0fc4f2b 001f3ee 0fd07cc 0fc460a 
0fcaebb 0fc0083 00036e1 0fccc68 0fbf5a2 
0fc9c0b 0fbed43 001792d 0fca84d 0fbe447 
0fd0a74 0fc5bfe 00185ea 0fd1f10 0fc51ac 
0fc6c25 0fbbdc0 000119d 0fc841a 0fbb384 
0fcfdca 0fc4f13 001f36e 0fd0793 0fc45fa 
0fcb03b 0fc0221 0003503 0fccde3 0fbf72a 
0fc9b76 0fbecda 00176bd 0fca7c1 0fbe3cd 
0fd0a9d 0fc5c46 001877b 0fd1f33 0fc51e9 
0fc6b6b 0fbbd30 000139a 0fc8391 0fbb2de 
0fcfd1d 0fc4e8e 001f41c 0fd06ec 0fc4559 
0fcafc2 0fc01a7 000377b 0fccd7a 0fbf6bd 
0fc9bbe 0fbed1d 0017601 0fca831 0fbe42d 
0fd0a7a 0fc5c11 001889c 0fd1f23 0fc51f2 
0fc6bd3 0fbbd61 00010f9 0fc8425 0fbb354 
0fcfd47 0fc4e69 001f3cc 0fd0772 0fc4585 
0fcb0a7 0fc024b 00036b6 0fcceae 0fbf7b3 
0fc9aad 0fbebbf 00172bf 0fca7ab 0fbe310 
0fd0a84 0fc5bc6 001878d 0fd1f8a 0fc51db 
0fc6b81 0fbbcdd 0000de2 0fc8439 0fbb2f6 
0fcfbf1 0fc4cea 001f456 0fd069a 0fc4422 
0fcb079 0fc01fc 00033ad 0fcceb5 0fbf765 
0fc9a5d 0fbeb4f 00170ad 0fca795 0fbe2aa 
0fd0a5e 0fc5b8c 00187a2 0fd1f7e 0fc51b2 
0fc6ba8 0fbbccd 0000c54 0fc844a 0fbb2ff 
0fcfdd3 0fc4e95 001f2ea 0fd0833 0fc45e2 
0fcb29d 0fc03e8 00037e4 0fcd089 0fbf980 
0fc9cc1 0fbed76 001711f 0fca9a3 0fbe4f1 
0fd0d08 0fc5e0b 00189bd 0fd21d0 0fc5449 
0fc6e74 0fbbf89 0001078 0fc8703 0fbb5d1 
0fcff91 0fc5044 001f1e7 0fd09c6 0fc479d 
0fcb513 0fc0660 0003bd6 0fcd305 0fbfbff 
0fc9dfa 0fbeece 001705a 0fcaafe 0fbe643 
0fd0f0f 0fc602a 00188ad 0fd23ea 0fc566d 
0fc6f87 0fbc0b8 0000de2 0fc8831 0fbb6ef 
0fd004c 0fc5117 001f0b1 0fd0aa5 0fc486f 
0fcb65d 0fc07b8 0003bf5 0fcd456 0fbfd4c 
0fc9e31 0fbef1b 0016e58 0fcab5b 0fbe689 
0fd0fbb 0fc60d6 0018aae 0fd2487 0fc5714 
0fc707b 0fbc1b2 0001028 0fc892a 0fbb7e6 
0fd0031 0fc5105 001f12d 0fd0a88 0fc4859 
0fcb6d2 0fc083f 000412a 0fcd4cb 0fbfdd2 
0fc9dd0 0fbeebd 0016e85 0fcab09 0fbe625 
0fd103f 0fc6174 0018bfb 0fd2512 0fc57b9 
0fc70bf 0fbc207 0000e0c 0fc8982 0fbb839 
0fd006a 0fc514f 001f02f 0fd0ac9 0fc48a5 
0fcb798 0fc0911 0003eea 0fcd5a5 0fbfe93 
0fc9d62 0fbee50 0016b16 0fcaaab 0fbe5b6 
0fd1088 0fc61b1 0018b96 0fd253b 0fc57ec 
0fc6ffe 0fbc12d 0000af1 0fc88ca 0fbb760 
0fcff55 0fc5019 001f0d6 0fd0998 0fc476f 
0fcb80d 0fc0962 000411f 0fcd5ed 0fbfeef 
0fc9d67 0fbee3d 0016a04 0fcaaac 0fbe5a5 
0fd1182 0fc629f 0018cef 0fd2622 0fc58de 
0fc71d1 0fbc2f5 0000b69 0fc8a9d 0fbb92d 
0fd0010 0fc50d7 001efe1 0fd0a4a 0fc483f 
0fcb9c3 0fc0b20 0004205 0fcd796 0fc00ae 
0fc9d2a 0fbee1c 00166fa 0fcaa90 0fbe572 
0fd11be 0fc62fc 0018cc3 0fd265e 0fc592a 
0fc7206 0fbc353 00006d5 0fc8af9 0fbb973 
0fcff8c 0fc506b 001ef85 0fd09cf 0fc47c0 
0fcb9c9 0fc0b44 0004138 0fcd7c0 0fc00c3 
0fc9d0a 0fbedf6 00162e3 0fcaa70 0fbe555 
0fd1227 0fc6352 0018c31 0fd26b3 0fc5992 
0fc71cd 0fbc30d 00003ff 0fc8ab4 0fbb936 
0fcff39 0fc5014 001ef9a 0fd0967 0fc476e 
0fcba99 0fc0c05 000409d 0fcd86d 0fc0193 
0fc9c49 0fbed28 00161c7 0fca98d 0fbe48f 
0fd1281 0fc639f 0018dae 0fd26c7 0fc59e0 
0fc725f 0fbc39f 0000477 0fc8b4d 0fbb9c1 
0fcffcb 0fc50b1 001ef39 0fd09ec 0fc4802 
0fcbb8d 0fc0d0d 00046f9 0fcd961 0fc0282 
0fc9c80 0fbed86 001630f 0fca9fe 0fbe4d8 
0fd129c 0fc63e8 0019026 0fd2705 0fc5a17 
0fc719a 0fbc2fe 000064b 0fc8ab3 0fbb915 
0fcfded 0fc4ef2 001f0a0 0fd081a 0fc4638 
0fcbae6 0fc0c74 00048b4 0fcd8bb 0fc01e3 
0fc9ab2 0fbebbc 0016254 0fca82b 0fbe304 
0fd1193 0fc62e7 001921e 0fd2601 0fc5915 
0fc7140 0fbc2ac 00007d3 0fc8a66 0fbb8ac 
0fcfd73 0fc4e8d 001f11c 0fd079f 0fc45bd 
0fcbb38 0fc0ce1 0004c71 0fcd8fe 0fc023c 
0fc9a9f 0fbebd3 0016272 0fca818 0fbe2f8 
0fd1278 0fc63ec 00193c4 0fd26b4 0fc59f9 
0fc7109 0fbc28b 0000707 0fc8a29 0fbb883 
0fcfc8d 0fc4da5 001f1c2 0fd069c 0fc44d6 
0fcbaf4 0fc0c96 0004d9f 0fcd8ab 0fc01fb 
0fc99f7 0fbeb20 0016065 0fca759 0fbe24c 
0fd11a1 0fc6309 001947e 0fd259f 0fc5911 
0fc710a 0fbc28b 00005a7 0fc8a0b 0fbb87b 
0fcfd11 0fc4e2d 001f106 0fd06f8 0fc4554 
0fcbc50 0fc0df8 0004c71 0fcd9fb 0fc0350 
0fc9afb 0fbec2c 0015e40 0fca865 0fbe356 
0fd136b 0fc64df 001935a 0fd2767 0fc5ae8 
0fc72a3 0fbc436 000027e 0fc8bc3 0fbba1f 
0fcfe22 0fc4f4d 001efb3 0fd0804 0fc4682 
0fcbdc9 0fc0f7f 0004e0b 0fcdb6d 0fc04dc 
0fc9acd 0fbebfd 0015b8f 0fca82d 0fbe32f 
0fd13b2 0fc6521 001938c 0fd278b 0fc5b42 
0fc73cf 0fbc553 0000135 0fc8cd9 0fbbb47 
0fcfe8b 0fc4fab 001ef03 0fd0851 0fc46e3 
0fcbf72 0fc112d 0004f2f 0fcdcfa 0fc0681 
0fc9af0 0fbec2e 0015960 0fca857 0fbe356 
0fd1522 0fc669d 0019351 0fd28ef 0fc5cc0 
0fc748b 0fbc626 0fffe79 0fc8da7 0fbbc0a 
0fcfe44 0fc4f83 001ee5f 0fd0826 0fc46bb 
0fcbf35 0fc1112 0004f4b 0fcdce0 0fc0664 
0fc9ab7 0fbec0d 0015670 0fca834 0fbe326 
0fd157b 0fc6711 001942f 0fd2935 0fc5d28 
0fc74b7 0fbc65e 0fffd92 0fc8dc2 0fbbc3e 
0fcfe84 0fc4fc5 001ede9 0fd082c 0fc46f1 
0fcc14c 0fc1322 0005127 0fcdebe 0fc0870 
0fc9b62 0fbecad 0015422 0fca8bc 0fbe3cb 
0fd1636 0fc67c7 0019531 0fd29c0 0fc5dd4 
0fc75b0 0fbc770 0fffd3b 0fc8ed5 0fbbd3c 
0fcfe1f 0fc4f83 001ee41 0fd07dc 0fc46a0 
0fcc19a 0fc1398 00055fd 0fcdf20 0fc08cc 
0fc9a3c 0fbebc2 0015651 0fca7cb 0fbe2c5 
0fd169a 0fc6857 00197af 0fd2a2a 0fc5e5c 
0fc75ec 0fbc7b9 000010d 0fc8f1f 0fbbd8d 
0fcfe18 0fc4f85 001ee9c 0fd07bb 0fc46ac 
0fcc19a 0fc1398 000596d 0fcdf11 0fc08e0 
0fc9a9e 0fbec16 00155e4 0fca821 0fbe32f 
0fd1732 0fc68e2 001988a 0fd2aa0 0fc5efb 
0fc75f5 0fbc7bb 0000059 0fc8f1c 0fbbd90 
0fcfe7f 0fc4fe0 001edf2 0fd080d 0fc4715 
0fcc3a1 0fc1598 0005839 0fce104 0fc0ade 
0fc9b19 0fbec92 0015158 0fca892 0fbe397 
0fd17de 0fc699b 00196e8 0fd2b5b 0fc5fa7 
0fc7604 0fbc7db 0fffc07 0fc8f62 0fbbda2 
0fcfdc6 0fc4f25 001edde 0fd078b 0fc4658 
0fcc34d 0fc1522 000573d 0fce0f0 0fc0a87 
0fc99c7 0fbeafa 0014f71 0fca78a 0fbe23b 
0fd16fc 0fc6851 0019826 0fd2a8e 0fc5eaa 
0fc7587 0fbc6da 0fff889 0fc8eeb 0fbbcfc 
0fcfc45 0fc4d1e 001eea2 0fd0619 0fc44a7 
0fcc309 0fc1476 000547f 0fce093 0fc0a1d 
0fc9874 0fbe963 0014b4c 0fca668 0fbe0c5 
0fd15e1 0fc670e 00198b0 0fd2997 0fc5d7f 
0fc7447 0fbc598 0fff58d 0fc8df8 0fbbbbc 
0fcfaa0 0fc4b8f 001ef66 0fd04b9 0fc42fe 
0fcc224 0fc13b1 00057c6 0fcdff5 0fc0941 
0fc9853 0fbe95b 0014b26 0fca689 0fbe0b3 
0fd1681 0fc67ca 0019a99 0fd2a45 0fc5e27 
0fc75ba 0fbc720 0fff8eb 0fc8f90 0fbbd42 
0fcfb93 0fc4c93 001ef44 0fd05c5 0fc4412 
0fcc4ce 0fc1659 0005cc9 0fce288 0fc0bf2 
0fc990d 0fbea1c 0014b7b 0fca751 0fbe173 
0fd178f 0fc68cb 0019afa 0fd2b2c 0fc5f2f 
0fc7669 0fbc7be 0fff62b 0fc9018 0fbbdd4 
0fcfb92 0fc4c79 001ee45 0fd05a4 0fc43f2 
0fcc49e 0fc1620 00059eb 0fce24c 0fc0bae 
0fc980d 0fbe912 00147b8 0fca653 0fbe061 
0fd185f 0fc69a5 0019add 0fd2c1c 0fc6006 
0fc762a 0fbc79b 0fff78c 0fc9031 0fbbdae 
0fcfb94 0fc4c8f 001ee54 0fd05eb 0fc4414 
0fcc574 0fc16ff 0005dd0 0fce344 0fc0c95 
0fc9816 0fbe91e 0014751 0fca681 0fbe07a 
0fd17f1 0fc6933 0019c05 0fd2b99 0fc5f9e 
0fc7693 0fbc801 0fff5a4 0fc908f 0fbbe17 
0fcfb22 0fc4c2f 001ee6b 0fd056a 0fc43a0 
0fcc5d9 0fc1785 0005e07 0fce39b 0fc0cff 
0fc9796 0fbe8ca 0014577 0fca61a 0fbe00e 
0fd186e 0fc69e4 0019c25 0fd2c14 0fc6033 
0fc777a 0fbc916 0fff4b6 0fc9191 0fbbf1c 
0fcfbb1 0fc4cd6 001edb9 0fd05e9 0fc444a 
0fcc6b2 0fc186c 00061a8 0fce477 0fc0df4 
0fc985f 0fbe994 0014661 0fca6f6 0fbe0ec 
0fd199e 0fc6b01 0019dab 0fd2d3e 0fc617e 
0fc77d5 0fbc955 0fff6c9 0fc91ee 0fbbf7e 
0fcfb33 0fc4c4c 001ede9 0fd0575 0fc43de 
0fcc704 0fc18b0 00061e5 0fce4c2 0fc0e56 
0fc9706 0fbe832 0014234 0fca59b 0fbdf90 
0fd1889 0fc69f9 0019e2c 0fd2c13 0fc606a 
0fc7749 0fbc8ee 0fff349 0fc917a 0fbbef5 
0fcfaac 0fc4bdc 001eda1 0fd04f7 0fc4355 
0fcc864 0fc1a2f 0006241 0fce62a 0fc0fb7 
0fc9789 0fbe8db 0013fb3 0fca643 0fbe02a 
0fd1992 0fc6b1c 0019e24 0fd2d0e 0fc6180 
0fc77e2 0fbc997 0fff264 0fc9227 0fbbfa9 
0fcfa12 0fc4b52 001eda0 0fd0458 0fc42cf 
0fcc7fb 0fc19c1 00063f5 0fce5b1 0fc0f5a 
0fc9677 0fbe7c3 0013ed5 0fca52d 0fbdf14 
0fd18fe 0fc6a84 0019f76 0fd2c76 0fc60f4 
0fc774a 0fbc8f8 0fff057 0fc9192 0fbbeff 
