0fd2856 000dc1c 0fc6b48 0fc0127 0fb1abb 
0fb89d1 0025c2d 0fb04eb 0faad16 0fc4139 
0fb7c61 0025af4 0fb0095 0fa9d4e 0fc5acb 
0fb029a 002a3b2 0fa80c4 0fa256f 0fc6b2d 
0fb7876 0027cc0 0faeee0 0fa9adc 0fc8fac 
0fad1d8 002c36e 0fa538d 0f9f3e9 0fcb173 
0fb04ee 002cb65 0fa7796 0fa297a 0fcd205 
0faf40b 002cc1a 0fa7059 0fa16a9 0fe6082 
0fa6f95 0031b6d 0f9e648 0f99461 00313c4 
0fadcfb 002f91c 0fa5041 0fa0187 00302f0 
0fa317e 0034273 0f9aeb1 0f954e8 0034c71 
0fa6162 0034cf0 0f9d16e 0f9868e 00356e1 
0fa51da 0034e46 0f9cf10 0f97503 0035848 
0f9d46a 0039b02 0f94b58 0f8f8d6 003a515 
0fa49c6 00375fb 0f9bc02 0f96ec6 0037ffa 
0f9a105 003bea2 0f91e80 0f8c573 003c8c8 
0f9c380 003cf69 0f93495 0f8ea42 003d97b 
0f9a6f4 003d95c 0f92272 0f8cb7d 003e384 
0f9214b 0042dec 0f89537 0f84706 004381f 
0f98da9 00410fd 0f8fdb7 0f8b327 0041b1f 
0f8e0e6 0045fd1 0f85b3a 0f804e3 0046a0e 
0f9020e 00473ce 0f86f9c 0f827a2 0047dfe 
0f8e0a6 0048077 0f85c27 0f80411 0048ab7 
0f8541b 004d804 0f7cb22 0f778c7 004e256 
0f8be22 004bc75 0f831fc 0f7e2c0 004c6bc 
0f814bc 0050a88 0f792ce 0f7386a 00514f8 
0f841f6 0051b89 0f7b10d 0f76790 00525e5 
0f83774 00520ca 0f7b0db 0f75b2c 0052b37 
0f7c083 0056fbc 0f732e3 0f6e600 0057a30 
0f839f6 0054d77 0f7a6fe 0f75f5f 00557d9 
0f798ed 00597e9 0f70f0f 0f6bd34 005a267 
0f7cb1f 005a65a 0f73140 0f6f0f9 005b0c9 
0f7ca48 005a693 0f73b03 0f6ed8c 005b110 
0f75cf0 005efd4 0f6c762 0f6812a 005fa54 
0f7e4a5 005c5c5 0f74b2e 0f7082b 005d033 
0f7588b 0060441 0f6c946 0f67a8e 0060eca 
0f79bd9 0060594 0f6fe6e 0f6bfa8 006100b 
0f7a630 005fa44 0f7142d 0f6c7f4 00604c5 
0f73e31 0063b72 0f6a6f3 0f66135 0064600 
0f7ca43 0060a58 0f72e4c 0f6ecae 00614d7 
0f74264 006417a 0f6b0be 0f6632a 0064c16 
0f78a74 005e487 0f6ea79 0f6ac25 006462e 
0f797ce 0043c4a 0f7029e 0f6b512 0063522 
0f72cb8 0057713 0f693f2 0f64c6e 006722f 
0f7b784 00310bc 0f71ba3 0f6d61f 0063de6 
0f72dac 004936c 0f69e24 0f64bf3 006727f 
0f773ff 0039f51 0f6d65a 0f6941a 0066ae8 
0f781ee 002373b 0f6eff2 0f69fa3 00658ad 
0f71703 004a57c 0f680b1 0f63757 0069432 
0f7b272 0020bd8 0f71659 0f6d1fa 00656c9 
0f7420e 003a5a5 0f6b032 0f66101 0067c16 
0f7a65d 001ee0f 0f704ab 0f6c6b0 00661e5 
0f7d6d6 0ffbea7 0f73f4b 0f6f482 0063856 
0f78fb3 000ec4d 0f6f25c 0f6aebf 0065b1a 
0f8414a 0fd6e11 0f79ffa 0f7609f 005e8e1 
0f7dd3e 0fd2929 0f745ed 0f6fb71 00606c2 
0f84641 0fad418 0f7a1a6 0f767ac 00317ff 
0f87c07 0f99680 0f7e346 0f79d8f 0ff1853 
0f83ac7 0f97dc8 0f79c51 0f75d8c 0fe5d39 
0f8f407 0f97691 0f85149 0f816f0 0fa093b 
0f8958b 0f960d7 0f7fe48 0f7b702 0f9b760 
0f901e7 0f9608f 0f85dc4 0f82505 0f99e31 
0f9393a 0f97486 0f89fa5 0f85977 0f993c0 
0f8f90f 0f976c6 0f85a41 0f81a1d 0f980ce 
0f9b84f 0f99123 0f913ce 0f8d8ff 0f975f6 
0f961a4 0f9a90c 0f8c604 0f881ff 0f95ae0 
0f9da6e 0f9bf1f 0f93019 0f8fd51 0f952df 
0fa2345 0f9ceef 0f984e7 0f944c6 0f95951 
0f9f0b2 0f9c9a9 0f94c0c 0f913c7 0f94e01 
0fab961 0f9e34e 0fa0e50 0f9dc64 0f94bab 
0fa64b7 0f9f059 0f9c2f6 0f9869c 0f93d49 
0fad827 0fa0ff1 0fa2763 0f9fc41 0f93744 
0fb16d9 0fa44be 0fa729d 0fa3917 0f936c0 
0fad457 0fa68e0 0fa2a0d 0f9f7d2 0f92694 
0fb8be3 0faa9e2 0fada7f 0faaf3e 0f928c8 
0fb264b 0fad1d2 0fa7e8d 0fa4876 0f91fdd 
0fb9086 0fae86c 0fadc5a 0fab4ca 0f9230a 
0fbc9a4 0fb08ba 0fb21ad 0faebfc 0f92fd0 
0fb8247 0fb2344 0fad54e 0faa62e 0f92c2d 
0fc3a7f 0fb49ae 0fb8990 0fb5e16 0f92792 
0fbd48b 0fb6610 0fb2e71 0faf6b7 0f9070a 
0fc352d 0fb9510 0fb84f8 0fb59e0 0f8ecc4 
0fc653f 0fba933 0fbc4f2 0fb87f4 0f8e8d3 
0fc0fd2 0fba7b0 0fb6e65 0fb344c 0f8eb30 
0fcb8e0 0fbc2f2 0fc1557 0fbdd1e 0f8fa32 
0fc3f90 0fbdb75 0fba7a6 0fb62bf 0f8f4fa 
0fc919e 0fbf3e9 0fbec28 0fbb6a5 0f9002d 
0fcb55a 0fbf58b 0fc1bd7 0fbd825 0f91b94 
0fc535f 0fbe7ba 0fbb6c6 0fb77c3 0f92668 
0fcf188 0fbea70 0fc52ab 0fc15d1 0f93a6c 
0fc707c 0fbe34a 0fbe027 0fb93e1 0f93a75 
0fcb9f7 0fbed6b 0fc1c23 0fbdf66 0f93fe1 
0fcd9f0 0fbe507 0fc48f5 0fbfd5b 0f942cd 
0fc7621 0fbb3a4 0fbe09c 0fb9af1 0f93ead 
0fd1484 0fb842a 0fc799a 0fc38a5 0f95508 
0fc95ea 0fb2930 0fc058c 0fbb912 0f96f5a 
0fcde7d 0faec81 0fc3f7c 0fc0376 0f98d2f 
0fcf6ea 0fad343 0fc62df 0fc1a1f 0f9b4cc 
0fc8a49 0faa693 0fbef5c 0fbaeb9 0f9df70 
0fd2320 0fa8a21 0fc84a2 0fc4777 0fa111c 
0fca0b4 0fa598a 0fc1044 0fbc3c1 0fa32e7 
0fce582 0fa3d91 0fc4ae3 0fc0aa2 0fa57e2 
0fd0347 0fa2020 0fc7536 0fc267e 0fa7d5e 
0fc9c9d 0f9c009 0fc0cbb 0fbc16f 0fab559 
0fd33fd 0f97322 0fc9f2b 0fc57f9 0fb14db 
0fcb0a4 0f91d0b 0fc2712 0fbd3b8 0fb6059 
0fcf5af 0f8c7a2 0fc5f47 0fc1b5e 0fbaf86 
0fd139f 0f8a75e 0fc879d 0fc36b0 0fbdda4 
0fca69c 0f88204 0fc192d 0fbcbc5 0fbf929 
0fd3a48 0f88bdb 0fca905 0fc5f37 0fc123b 
0fcb1c3 0f89553 0fc2c88 0fbd5fd 0fc2049 
0fced6b 0f8b7b6 0fc5a20 0fc1417 0fc2a28 
0fd0306 0f8e521 0fc7bf2 0fc280e 0fc3478 
0fc8ed2 0f8ff78 0fc02eb 0fbb521 0fc361a 
0fc6739 0fd7c38 0fbce19 0fb8d48 0fc1abd 
0fbfe48 0fd7649 0fb723a 0fb2290 0fc1e7c 
0fc14b1 0fd71cc 0fb7bcd 0fb3b0b 0fc23fa 
0fc580c 0fd7f09 0fbc768 0fb7c93 0fc2c40 
0fbd333 0fd79a6 0fb4298 0faf881 0fc23de 
0fc64aa 0fd8adf 0fbcc64 0fb8ab3 0fc28f0 
0fbfc45 0fd8c04 0fb707e 0fb2081 0fc1f8f 
0fc1402 0fd8a78 0fb7b48 0fb3a8c 0fc19d3 
0fc5971 0fd90c8 0fbc8e6 0fb7e0b 0fc1cf9 
0fbd3de 0fd82b5 0fb43bb 0faf929 0fc14b6 
0fc64a7 0fd8abc 0fbcc89 0fb8a9e 0fc1ec9 
0fbfc9f 0fd8503 0fb70bd 0fb20c7 0fc1c22 
0fc1266 0fd839b 0fb78df 0fb38b7 0fc1c20 
0fc570c 0fd8cfb 0fbc5ba 0fb7ba5 0fc234e 
0fbd26f 0fd819f 0fb412e 0faf7b0 0fc1f28 
0fc6319 0fd878b 0fbca4c 0fb88e9 0fc2ba9 
0fbfa83 0fd873e 0fb701a 0fb1ee4 0fc2bae 
0fc0dee 0fd83b8 0fb76ad 0fb3477 0fc2eef 
0fc5431 0fd8d82 0fbc4cd 0fb787e 0fc3b14 
0fbd0b4 0fd8133 0fb412f 0faf55a 0fc39d0 
0fc6417 0fd8c97 0fbcc5c 0fb8936 0fc42c4 
0fbfe5e 0fd8c12 0fb73db 0fb21d2 0fc3802 
0fc1496 0fd8858 0fb7c20 0fb3a48 0fc328a 
0fc5aa5 0fd8dbf 0fbca4a 0fb7ee6 0fc321e 
0fbd46c 0fd837d 0fb44aa 0faf9b5 0fc217c 
0fc6444 0fd8b0f 0fbcd2c 0fb8a5f 0fc252a 
0fbfcc8 0fd8351 0fb72bf 0fb20f4 0fc1c34 
0fc0fd0 0fd7ccd 0fb77f2 0fb3594 0fc183d 
0fc537b 0fd84b0 0fbc2c3 0fb770f 0fc1bdd 
0fbc942 0fd7e5e 0fb3885 0faed3a 0fc12d7 
0fc56ec 0fd8c38 0fbbdbf 0fb7b42 0fc1c95 
0fbeb3a 0fd8f8d 0fb5ed6 0fb0db9 0fc1ba5 
0fbf718 0fd92ca 0fb5ced 0fb1bb3 0fc2079 
0fc354d 0fda051 0fba361 0fb583f 0fc2cbe 
0fba6e4 0fdb4e0 0fb158e 0fac99b 0fc2668 
0fc2d71 0fdac4f 0fb959a 0fb5239 0fc2c0d 
0fbbfd1 0fd9f80 0fb3481 0fae2b0 0fc22d2 
0fbd19b 0fd7304 0fb3a6c 0faf6c1 0fc171b 
0fc17c5 0fd485c 0fb8990 0fb3ae2 0fc1fef 
0fb8bbd 0fd12ea 0fafd9a 0faaf02 0fc2a85 
0fc1851 0fd2a5c 0fb81f1 0fb3bcc 0fc289e 
0fbaa89 0fd3bf8 0fb1e1a 0facc0f 0fc1b58 
0fbb7a6 0fd511d 0fb1c55 0fadb20 0fc1266 
0fbfd1e 0fd7991 0fb69e2 0fb1eed 0fbf9bc 
0fb73c9 0ff3f84 0fadef9 0fa9421 0fbd2e9 
0fc016b 0ff2a02 0fb64f0 0fb2251 0fbc98f 
0fb9020 00201c7 0fb0127 0fab033 0fbc601 
0fb99e1 0025879 0fafd44 0fabc56 0fbc717 
0fbdab1 00232f4 0fb4371 0fafa91 0fbd201 
0fb4ffd 0027477 0fab93c 0fa7053 0fbd2b8 
0fbe716 0023d75 0fb478a 0fb07bf 0fbe453 
0fb834c 00257e3 0faf145 0faa1fd 0fbf1f2 
0fb9864 0026263 0faf987 0fab90f 0fc02f5 
0fbe2ab 002352c 0fb4d0c 0fb0147 0fc16b2 
0fb597b 00272dc 0fac668 0fa78af 0fc1fbe 
0fbeeb6 0023b6b 0fb5543 0fb0ee1 0fc4683 
0fb898d 0025731 0fb03f1 0faa866 0fc6e95 
0fb9ee2 00261c7 0fb103c 0fac023 0fc947c 
0fbe5c7 00236ed 0fb68b2 0fb0649 0fcb5f0 
0fb59ce 0027726 0fae942 0fa7bf1 0fcc147 
0fbe80e 002429c 0fb7b16 0fb0c33 0fcd176 
0fb7655 00263f2 0fb1f7f 0fa997f 0fcd08c 
0fb7ef3 00274f9 0fb182e 0faa3f7 0fcccb5 
0fbbde3 0025001 0fb57d3 0fadfa4 0fcae0b 
0fb2fbd 00293f2 0fabfdd 0fa4f96 0fc6e96 
0fbb6ef 002664a 0fb3ac4 0fad64e 0fc3e7d 
0fb4697 0028ae3 0fad142 0fa638c 0fbfa45 
0fb4d4b 0029ff8 0face2e 0fa6d68 0fbc3b0 
0fb85b8 0027f1b 0fb0bf1 0faa400 0fba8ca 
0fae435 002cdec 0fa6f98 0fa05a4 0fba87a 
0fb6143 002a93e 0fade84 0fa8260 0fbc889 
0fadebd 002d9c1 0fa67ba 0f9fe57 0fbfa1f 
0fad4dc 002fa21 0fa4da2 0f9f73c 0fc4653 
0fb02ab 002e28f 0fa7fb7 0fa238b 0fc889d 
0fa5d6c 0033525 0f9d829 0f97fb3 0000e1c 
0fad522 00313f2 0fa4736 0f9f901 000ece3 
0fa5f0d 0034027 0f9de13 0f98193 00270cf 
0fa5f9d 0035afa 0f9d194 0f984d5 0035fb5 
0fa91e5 0033f99 0fa0a96 0f9b5b9 0032263 
0f9f042 00390ae 0f9676f 0f915a3 0039a9e 
0fa621b 0037038 0f9d0e4 0f98992 0037a17 
0f9da17 003a43d 0f95672 0f90054 003ae3e 
0f9cfb7 003c65e 0f93f55 0f8f7dc 003d05f 
0f9ff1f 003b010 0f97615 0f9257c 003ba14 
0f95b01 00403ac 0f8d290 0f8826c 0040dc7 
0f9c6ee 003e804 0f93629 0f8eeed 003f20b 
0f939ef 0042043 0f8b512 0f85fb3 0042a6c 
0f9254c 0044ac9 0f890b6 0f84cfb 00454e8 
0f9462b 0043f72 0f8b4d3 0f86b70 004499d 
0f89b3e 0049dcb 0f80655 0f7c031 004a804 
0f90894 00487ff 0f86bb6 0f82d9c 0049223 
0f8829a 004c132 0f7f4d7 0f7a623 004cb79 
0f86864 004ecea 0f7d289 0f78eff 004f724 
0f87f05 004e290 0f7f54a 0f7a472 004eccd 
0f7ccf2 00543c9 0f74423 0f6f283 0054e1c 
0f8386a 0053263 0f7a871 0f75e31 0053ca2 
0f7b984 0056cec 0f734c8 0f6dd16 0057748 
0f7b1ee 00595e1 0f71f83 0f6d7c2 005a039 
0f7e12e 00585ec 0f75515 0f70597 0059049 
0f74020 005dfde 0f6b4a9 0f66569 005ea54 
0f7bade 005c619 0f726f2 0f6e0f0 005d074 
0f747f6 005f805 0f6bf6b 0f66c68 0060279 
0f74a62 0061890 0f6b390 0f670f1 00622f9 
0f786cc 0060074 0f6f78a 0f6ab6e 0060ade 
0f6fc01 0064d33 0f66bd6 0f62090 00657b2 
0f78c07 006242a 0f6f1d4 0f6b0b6 0062e89 
0f72dc8 00647a6 0f69deb 0f64fd9 0065229 
0f7491d 0065971 0f6abb6 0f66c70 00663d8 
0f7a2f3 0062ed4 0f70c80 0f6c332 0063932 
0f72eaa 00668d7 0f69a43 0f64ee7 006734c 
0f7ce35 0062fbe 0f734b9 0f6ef66 0063a13 
0f77baf 00643e7 0f6ef60 0f69aae 0064e4c 
0f79aa9 0064871 0f70263 0f6bc3c 00587e2 
0f7f2e2 0061498 0f7616f 0f71365 0fdf130 
0f7724e 0064de1 0f6e27b 0f69433 0fd3c9f 
0f8073c 0061711 0f770b3 0f729d7 0fa3685 
0f7ae92 0062c91 0f72657 0f6cf78 0fa4253 
0f7c9de 0063324 0f734e4 0f6ecbc 0fa1c2a 
0f822fe 005ff3b 0f794e5 0f743c8 0f9420a 
0f7ad92 00631f9 0f720bb 0f6cf0c 0f92a73 
0f852ce 005f022 0f7be2f 0f7755b 0f92009 
0f80934 005f9e7 0f7802e 0f72a15 0f90e48 
0f8341a 005f3d0 0f79dc2 0f7577b 0f8f838 
0f89cc9 005b242 0f80db2 0f7bed7 0f8ecdd 
0f8351d 005d9b8 0f7a5e8 0f75837 0f8d180 
0f8eb8b 00589be 0f852b3 0f80f3b 0f8c390 
0f8ae30 00586d6 0f82282 0f7d04b 0f8b134 
0f8e125 0057713 0f8480f 0f80550 0f8a1c7 
0f95652 0052a48 0f8c37e 0f87892 0f89449 
0f8f632 0054622 0f86390 0f8191f 0f86fdc 
0f9ac07 004efce 0f90f78 0f8cfa7 0f860db 
0f973d8 004e523 0f8e3d1 0f89546 0f84344 
0f9ad96 004cc77 0f90fbf 0f8d16c 0f814c8 
0fa2721 0047762 0f98ede 0f94950 0f7ee63 
0f9c92d 0048d76 0f932bb 0f8eb94 0f7bc6e 
0fa8aeb 0042e90 0f9ec77 0f9ad7f 0f7ac30 
0fa52d4 00420f0 0f9c0b2 0f973f1 0f7cfd5 
0fa8cbb 0040583 0f9ec11 0f9b083 0f7dda1 
0fb056a 003aff8 0fa68ba 0fa2793 0f80de8 
0faa8b0 003c7f2 0fa0ae6 0f9cb54 0f820c4 
0fb6ed5 00362d8 0faca04 0fa9217 0f82a2f 
0fb4be2 0010926 0fab5d8 0fa6b2f 0f81a56 
0fb9437 0fc9767 0faf8f8 0fab91d 0f80835 
0fc1bb6 0fbff3e 0fb883a 0fb3fa6 0f80843 
0fbc166 0fba75e 0fb2d18 0fae591 0f80728 
0fc7d16 0fb7591 0fbddd9 0fba1d1 0f825be 
0fc42b5 0fb29a3 0fbafbd 0fb65a4 0f848b9 
0fc7328 0fada51 0fbd0aa 0fb97b2 0f86b4d 
0fcd84d 0fac2a5 0fc39e1 0fbfb28 0f8aa82 
0fc5ed1 0fa9e60 0fbbe53 0fb8265 0f8e0e3 
0fcffff 0fa917f 0fc55b6 0fc23b1 0f920a1 
0fcab90 0fa8359 0fc0ddf 0fbcdf6 0f9459c 
0fcbe0f 0fa6337 0fc112a 0fbe22d 0f98cd2 
0fd13a1 0fa56d5 0fc6a05 0fc3590 0f9de41 
0fc907c 0fa2093 0fbe9a8 0fbb29c 0fa1cbe 
0fd292d 0fa2011 0fc7cc6 0fc4c97 0fa5822 
0fccdcf 0fa2ceb 0fc33a4 0fbf079 0fa7a1c 
0fce3e7 0fa3632 0fc407d 0fc097c 0fa8a4a 
0fd4344 0fa425c 0fcaada 0fc6755 0fa90bc 
0fcc4e3 0fa2f9b 0fc313a 0fbe9b2 0fa88d6 
0fd600e 0fa384a 0fcc7b5 0fc86a1 0fa8eac 
0fd0813 0fa2c81 0fc7eeb 0fc2c7a 0fa96db 
0fd169e 0fa3026 0fc80f5 0fc3d51 0faa26b 
0fd6a3b 0fa390f 0fcdc58 0fc8f2b 0fab44d 
0fce481 0fa259e 0fc586e 0fc0a2a 0fab6bb 
0fd7e01 0fa1768 0fce9f2 0fca44a 0facb88 
0fd28f6 0f9f8f3 0fca242 0fc4d38 0fad5d4 
0fd3aa0 0f9d906 0fca855 0fc616d 0fae188 
0fd8f21 0f9ca34 0fd0724 0fcb511 0fafee5 
0fd03ec 0f9bca0 0fc7e1d 0fc2a63 0fb15d8 
0fd8e30 0f9d845 0fd00c4 0fcb5c8 0fb4755 
0fd247d 0f9fc99 0fca4b0 0fc49b3 0fb74e9 
0fd2438 0fa229f 0fc960f 0fc4b3f 0fba696 
0fd6c7c 0fa6047 0fce36c 0fc9184 0fbc060 
0fcd9d0 0fa8539 0fc4e6f 0fbfeaa 0fbd500 
0fd5d04 0fac9cd 0fcc762 0fc8266 0fbf691 
0fcf24b 0fafd60 0fc6847 0fc1582 0fc1cf7 
0fcebac 0fb3ab5 0fc553f 0fc10e5 0fc45b7 
0fd3023 0fb94af 0fca08f 0fc537c 0fc5771 
0fc9dbb 0fbc0f7 0fc103b 0fbc252 0fc576d 
0fd21fc 0fbfd40 0fc8abc 0fc4757 0fc6c30 
0fcbbce 0fc2dd9 0fc3037 0fbdf29 0fc722e 
0fcbc0b 0fc47cc 0fc20b9 0fbe13a 0fc85cd 
0fd015f 0fc7ed4 0fc6ab3 0fc2415 0fcabe8 
0fc6d97 0fca9b9 0fbd7d9 0fb90fa 0fcb2a2 
0fcf843 0fcd680 0fc5b73 0fc1cde 0fcbfd9 
0fc9ae4 0fcde17 0fc0caf 0fbbdd1 0fcc33c 
0fca786 0fcda95 0fc0db3 0fbcc3b 0fcbf7b 
0fcfd22 0fcdd62 0fc6ac5 0fc1f9f 0fcc37a 
0fc737e 0fce21c 0fbe2e6 0fb973e 0fcbe14 
0fd0084 0fd017b 0fc6604 0fc2489 0fcc52d 
0fca322 0fd1b5f 0fc15b0 0fbc5b3 0fcc224 
0fca81c 0fd41bb 0fc0c80 0fbcc40 0fcbe6f 
0fcf567 0fd725f 0fc5f87 0fc17f2 0fcbe7b 
0fc6900 0fd83bb 0fbd5dc 0fb8c73 0fca9f3 
0fcf411 0fd9d8e 0fc5b11 0fc18f8 0fca45d 
0fc9770 0fda266 0fc0ff8 0fbbace 0fc9772 
0fc9e25 0fd9b02 0fc0c6c 0fbc39e 0fc8e6f 
0fced9e 0fda1f6 0fc6279 0fc1131 0fc938f 
0fc5ec6 0fd9659 0fbd440 0fb82f8 0fc94a4 
0fce932 0fd9b75 0fc5508 0fc0e6d 0fc9fed 
0fc8c66 0fd964f 0fc03ef 0fbaf7f 0fc96b3 
0fc9205 0fd95f6 0fbfc39 0fbb6e9 0fc8676 
0fce5b9 0fda705 0fc55a9 0fc089c 0fc732d 
0fc5c19 0fda9c0 0fbccdd 0fb7f63 0fc4973 
0fce69f 0fdc987 0fc4c34 0fc0a82 0fc3b62 
0fc84fe 0fde436 0fbf728 0fba72c 0fc2b46 
0fc8638 0fdf741 0fbeb6f 0fbab03 0fc23c6 
0fcd4a1 0fe06e6 0fc4016 0fbf7d6 0fc2da4 
0fc4751 0fe00dd 0fbb642 0fb6ac8 0fc1b77 
0fcd617 0fe0f34 0fc3e14 0fbfaa4 0fc0179 
0fc7b43 0fe0efa 0fbf144 0fb9dd8 0fbebb8 
0fc8140 0fe1726 0fbea09 0fba5d4 0fbd4ca 
0fcd539 0fe1947 0fc427c 0fbf808 0fbd142 
0fc4937 0fdf424 0fbb71f 0fb6c59 0fbccc7 
0fcd519 0fdf255 0fc389f 0fbf8dd 0fbdb93 
0fc71cc 0fdf38a 0fbe329 0fb9402 0fbe101 
0fc6eb8 0fe099d 0fbd475 0fb932f 0fbebf1 
0fcb637 0fe3a60 0fc2252 0fbd8c6 0fc0106 
0fc21c7 0ffb010 0fb8df6 0fb42c4 0fc0552 
0fca5f7 0fffdbf 0fc0800 0fbc75a 0fc2367 
0fc3a3c 00192ef 0fbaa62 0fb5b58 0fc3c5a 
0fc3419 001b4bf 0fb96c4 0fb5718 0fc5472 
0fc7c67 0018e23 0fbe578 0fb9dcf 0fc79ff 
0fbe5d6 001d49e 0fb50b3 0fb0740 0fc8bd9 
0fc6c35 001a916 0fbce1e 0fb8e1a 0fcac0b 
0fc06ab 001c818 0fb7736 0fb267d 0fcbeba 
0fc066b 001dedc 0fb6b6e 0fb2800 0fcd29f 
0fc54d6 001b587 0fbc12e 0fb7473 0fceda3 
0fbbdf9 001fbbb 0fb2eb8 0fade33 0fcf512 
0fc4a1c 001cd0d 0fbb85b 0fb6c1a 0fd0c96 
0fbe9dd 001e7f3 0fb6ac3 0fb0a27 0fd09f6 
0fbe708 001fe19 0fb6092 0fb0a25 0fd09ee 
0fc39ee 001d129 0fbbe4f 0fb5c54 0fd1f53 
0fbac7f 0021085 0fb34b7 0facf34 0fd29a6 
0fc3bf5 001de29 0fbbe03 0fb5fc6 0fd42fa 
0fbde6c 001f629 0fb6df4 0faffed 0fd41c9 
0fbe2e8 0020804 0fb62c5 0fb05ea 0fd2ff0 
0fc34b4 001d9a8 0fbb7d2 0fb5597 0fd1a2e 
0fb9d3e 0021dbb 0fb2142 0fabe26 0fcfb16 
0fc22ae 001f026 0fb9d83 0fb4487 0fcecbd 
0fbb4e0 0020fdd 0fb3c84 0fad4f7 0fcd585 
0fbaa76 0022b75 0fb23e1 0facb8f 0fcad61 
0fbf2cd 00205bb 0fb7326 0fb120f 0fc8464 
0fb5b34 0024e9d 0fadcde 0fa7a75 0fc52a5 
0fbe5b6 002247a 0fb5c08 0fb0603 0fc2ec1 
0fb811d 00244d5 0fb0060 0fa9f4c 0fbf312 
0fb7856 0026250 0fae957 0fa98b7 0fbcac5 
0fbbdd2 0023eba 0fb333c 0fadc4d 0fbc4b1 
0fb1b44 0028bcb 0fa909c 0fa3ad8 0fbbb54 
0fb9714 0026800 0fb0194 0fab7b0 0fbfddc 
0fb2568 0028e3e 0fa9be5 0fa4367 0fc18e3 
0fb0fa3 002af77 0fa7a4e 0fa311f 0fc323e 
0fb423e 0029313 0fab716 0fa6418 0fc78f1 
0fa9480 002e514 0fa0ad1 0f9b6d6 0fc932a 
0fb0628 002c7ec 0fa74f3 0fa2ac1 0fc9e8b 
0fa8fc5 002f448 0fa0d9c 0f9b2eb 0fc819b 
0fa729d 0031e62 0f9e44a 0f998af 0fc5e8b 
0faa055 0030a02 0fa16e3 0f9c52c 0fc7024 
0f9e27d 0036a72 0f95a2b 0f907e2 0ffd4c0 
0fa45d2 0035a21 0f9b688 0f96c26 00078c0 
0f9bfe3 0039318 0f93d3b 0f8e48e 00306be 
0f9932e 003c9b1 0f90516 0f8ba6b 003d3ae 
0f9b2f5 003c198 0f92a95 0f8d808 003cb9c 
0f8ed16 0042a12 0f864df 0f8122e 0043434 
0f943f1 0042166 0f8b148 0f8690c 0042b79 
0f8b2db 00462f1 0f82cf5 0f7d5ab 0046d2b 
0f88a5d 0049b7c 0f7fa99 0f7af8d 004a5b9 
0f8b5c5 00490cd 0f8308d 0f7d97e 0049b09 
0f803e7 004f1c2 0f78331 0f72835 004fc14 
0f86ffa 004e01e 0f7e713 0f79514 004ea5b 
0f7f73e 0051672 0f77955 0f71aae 00520c7 
0f7e038 00545b2 0f75285 0f705d2 0055004 
0f81a4e 00534c5 0f791a3 0f73da1 0053f14 
0f776e1 0059070 0f6efac 0f69a6c 0059ad7 
0f7efe5 005787b 0f75fce 0f71471 00582ce 
0f78054 005a8b9 0f6fd29 0f6a351 005b329 
0f76e46 005d3e9 0f6dd14 0f69390 005de51 
0f7aaca 005bed6 0f71ff9 0f6cebe 005c946 
0f70c28 0061545 0f681c0 0f630fd 0061fc6 
0f7875b 005fa10 0f6f309 0f6ad38 006047b 
0f71ca8 0062667 0f69357 0f640a5 00630e5 
0f71273 0064c3c 0f67bae 0f638b6 00656b6 
0f75bf1 0062f32 0f6ca04 0f68098 00639ad 
0f6c615 0067f47 0f6340b 0f5eb2d 00689cd 
0f7499f 0065db3 0f6acd3 0f66f46 0066826 
0f6e91b 0068354 0f6581e 0f60cca 0068ddb 
0f6e754 006a2dd 0f6498d 0f60c98 006ad5f 
0f73842 00680dd 0f6a0cb 0f65ad2 0068b53 
0f6ab58 006c969 0f616c0 0f5cd5e 006d3f6 
0f7368a 006a078 0f69a9a 0f658a6 006aaed 
0f6daa1 006bdcf 0f64bfe 0f5fb51 006c856 
0f6da80 006d6cb 0f63feb 0f5fda9 006e13a 
0f72e4c 006aca0 0f69af7 0f65071 006b6fe 
0f6a46b 006ed53 0f613d6 0f5c76a 006f7cb 
0f733b8 006bd1c 0f69c6b 0f657d9 005d682 
0f6defb 006d397 0f65353 0f6017b 005e1cb 
0f6e74d 006e457 0f64f05 0f60c16 00590ac 
0f743c4 006b2ae 0f6b139 0f666b9 0029e71 
0f6c159 006ec92 0f62fa1 0f5e4dc 00474cf 
0f75742 006b5d3 0f6bcdd 0f67bbe 001bb2d 
0f70bcb 006c4b2 0f67df2 0f62e33 001ead1 
0f7205b 006cc24 0f686cc 0f644a4 0019e40 
0f78a69 00690a5 0f6f633 0f6acc5 0feeb87 
0f7178c 006bf92 0f6851c 0f63a34 00098d8 
0f7c0bd 0067bed 0f724a9 0f6e43f 0fd190b 
0f786a9 0067dc2 0f6f72f 0f6a82f 0fc5528 
0f7a7f4 0067a82 0f70ba7 0f6cb91 0fb5fe4 
0f8221c 0063246 0f78c43 0f74448 0f9142b 
0f7baa1 006554e 0f725c2 0f6dd64 0f8ff99 
0f86fce 006064d 0f7d0a5 0f793ba 0f8f8a1 
0f8427b 005fb84 0f7afb6 0f764d0 0f8e2f5 
0f86f8a 005eb6f 0f7d09b 0f794c1 0f8cc49 
0f8f1cf 0059810 0f85941 0f815e3 0f8bd08 
