0fba443 0fae54d 0fb0923 0016925 00163df 
0fb9a82 0fae0d5 0fb02a6 0fd02bd 0db479f 
0fb3cc2 0fa807d 0faa585 0fd0149 0db41fc 
0fbaa48 0fae8b2 0fb135d 0fd08ea 0db48c8 
0fb5528 0fa9ee4 0fabd0b 0fd0a25 0db44b0 
0fb7042 0faad01 0fad9c1 0fd102a 0db4366 
0fb9815 0fade7d 0fb0047 0fd166a 0db465d 
0fb3864 0fa7c40 0faa03c 0fd1454 0db3bc5 
0fba6b6 0fae544 0fb0ef2 0fd1cf5 0db408e 
0fb5169 0fa9b3e 0fab888 0fd1d50 0db3b0f 
0fb6ca5 0faa969 0fad558 0fd228d 0db39c2 
0fb962c 0fadc90 0fafd73 0fd2895 0db3d27 
0fb37f4 0fa7bc0 0fa9fcf 0fd28a7 0db3681 
0fba643 0fae4b2 0fb0e81 0fd2f45 0db3de3 
0fb5178 0fa9b3f 0fab883 0fd2dc7 0db3cb4 
0fb6a6e 0faa732 0fad302 0fd3043 0db3d4a 
0fb9404 0fada58 0fafb4e 0fd347f 0db43e7 
0fb35f8 0fa79c9 0fa9dce 0fd32f2 0db3fb8 
0fba32d 0fae1a3 0fb0b75 0fd3a0e 0db4769 
0fb4d81 0fa9747 0fab487 0fd3bec 0db45bb 
0fb6749 0faa3f7 0facfd8 0fd426b 0db46e1 
0fb9190 0fad7b8 0faf8cf 0fd4562 0db4d1b 
0fb331a 0fa76d9 0fa9ae5 0fd4255 0db47c7 
0fba178 0fadfbf 0fb09ad 0fd48b9 0db4f10 
0fb4dfb 0fa97a1 0fab4f2 0fd468f 0db4c41 
0fb67b0 0faa46f 0fad05d 0fd48ff 0db4bf5 
0fb9426 0fada7e 0fafc86 0fd4f52 0db513c 
0fb35a8 0fa79b7 0fa9e82 0fd4dd5 0db48e9 
0fba38d 0fae22a 0fb0e09 0fd5695 0db4d3b 
0fb503e 0fa9a6a 0fab93a 0fd5746 0db47b8 
0fb6918 0faa64a 0fad310 0fd5b10 0db44ee 
0fb94c8 0fadb77 0fafd2c 0fd5d87 0db47d4 
0fb3547 0fa79bf 0fa9e93 0fd5a1b 0db3ffa 
0fba34d 0fae23a 0fb0c8a 0fd605a 0db4644 
0fb509c 0fa9b05 0fab8a5 0fd5f4f 0db4381 
0fb680b 0faa55e 0fad1a4 0fd5f54 0db4469 
0fb945b 0fadb0e 0fafc94 0fd612d 0db4bce 
0fb3378 0fa7810 0fa9c74 0fd5da5 0db47c1 
0fba161 0fae05d 0fb0aa1 0fd6322 0db5085 
0fb4ef3 0fa9966 0fab70b 0fd60c4 0db4f4a 
0fb6624 0faa39a 0facfbe 0fd6247 0db503b 
0fb9337 0fada18 0fafb71 0fd6551 0db5429 
0fb32d5 0fa7797 0fa9bb0 0fd6309 0db4bbd 
0fba17f 0fae090 0fb0abc 0fd69a5 0db5071 
0fb506c 0fa9b04 0fab864 0fd6821 0db49c7 
0fb6735 0faa4ce 0fad0c2 0fd6a78 0db457f 
0fb9584 0fadc61 0fafdbb 0fd6dd3 0db479f 
0fb349b 0fa796f 0fa9d76 0fd6b2d 0db3f70 
0fba29f 0fae1a5 0fb0be3 0fd74ee 0db4534 
0fb50b2 0fa9b41 0fab8c0 0fd7677 0db3ffa 
0fb65d3 0faa35b 0facf74 0fd7b65 0db3e54 
0fb9421 0fadad3 0fafc87 0fd80f0 0db4478 
0fb33ac 0fa785f 0fa9c89 0fd7c34 0db3e4a 
0fba25c 0fae11a 0fb0b86 0fd80c6 0db4626 
0fb5138 0fa9b72 0fab914 0fd7de3 0db449b 
0fb6751 0faa4b0 0fad0bb 0fd7f11 0db4619 
0fb96c7 0fadd5b 0fafefa 0fd8052 0db4bc4 
0fb35f1 0fa7aa4 0fa9ea0 0fd7943 0db433d 
0fba495 0fae352 0fb0d9c 0fd7dde 0db4875 
0fb53cc 0fa9e26 0fabbb1 0fd7b07 0db41e2 
0fb69be 0faa73c 0fad321 0fd7b87 0db3d51 
0fb99b4 0fae05f 0fb01b2 0fd7c89 0db3d44 
0fb38f3 0fa7de5 0faa183 0fd78b8 0db31d8 
0fba6f0 0fae5f3 0fb0ff0 0fd7eca 0db332e 
0fb5835 0faa2da 0fabfff 0fd7c81 0db2d21 
0fb6cbb 0faaa7c 0fad61d 0fd7cb2 0db2a04 
0fb9d60 0fae42b 0fb0565 0fd8011 0db2f4d 
0fb3b63 0fa807f 0faa403 0fd7c3a 0db28c3 
0fba928 0fae824 0fb123a 0fd8058 0db3043 
0fb5a3b 0faa4e4 0fac215 0fd7b09 0db2dcb 
0fb6efe 0faacc4 0fad872 0fd7855 0db2ded 
0fba02b 0fae6e4 0fb085b 0fd7627 0db3369 
0fb3ec8 0fa83da 0faa769 0fd6d64 0db2c1a 
0fbadcf 0faecb7 0fb16e5 0fd6f0b 0db3357 
0fb5fb0 0faaa4b 0fac783 0fd677c 0db2fae 
0fb73b1 0fab170 0fadd17 0fd62ec 0db2d5d 
0fba504 0faebb1 0fb0d27 0fd6100 0db2f06 
0fb41de 0fa86f9 0faa9cb 0fd5822 0db2263 
0fbaf4a 0faee21 0fb177e 0fd5aea 0db254a 
0fb60b2 0faab47 0fac7ee 0fd57c7 0db1e58 
0fb73c5 0fab190 0fadc7c 0fd58a9 0db191e 
0fba559 0faebf2 0fb0ca6 0fd5a89 0db1a44 
0fb43c7 0fa88c6 0faabe4 0fd5688 0db106d 
0fbb11e 0faefd8 0fb195b 0fd5b0d 0db14a2 
0fb6314 0faad95 0faca6b 0fd5739 0db0fe8 
0fb764a 0fab3fc 0fadf45 0fd562a 0db0e27 
0fba79a 0faee11 0fb0f7b 0fd5543 0db1135 
0fb4561 0fa8a5b 0faada7 0fd4d39 0db0aa6 
0fbb340 0faf1f8 0fb1be2 0fd4d89 0db11a9 
0fb65bf 0fab040 0facca7 0fd4520 0db0ec0 
0fb784e 0fab5f8 0fae0d7 0fd40f2 0db0d92 
0fbab51 0faf1d5 0fb129c 0fd3e63 0db117b 
0fb4900 0fa8e10 0fab0cb 0fd351d 0db0903 
0fbb8ca 0faf77e 0fb21ad 0fd3778 0db0f74 
0fb6cd7 0fab763 0fad490 0fd30ad 0db0ba9 
0fb7da1 0fabb69 0fae6e8 0fd2c9e 0db0842 
0fbb02d 0faf6cb 0fb185d 0fd2c4d 0db0b80 
0fb4d92 0fa92b9 0fab628 0fd2552 0db0378 
0fbbb02 0faf9c9 0fb2417 0fd26c9 0db0776 
0fb6e30 0fab8d0 0fad601 0fd209f 0db0173 
0fb7e86 0fabc4c 0fae7f3 0fd1dcf 0dafc86 
0fbb235 0faf8b7 0fb1a61 0fd1d8f 0dafeba 
0fb5015 0fa9547 0fab8bf 0fd1765 0daf5f8 
0fbbc90 0fafb36 0fb25bd 0fd1828 0daf8d6 
0fb6fd1 0faba59 0fad7af 0fd11f0 0daf25b 
0fb8093 0fabe52 0faea0b 0fd0f72 0daef39 
0fbb402 0fafa79 0fb1c31 0fd0da0 0daf1a1 
0fb508d 0fa95ad 0fab934 0fd0626 0dae9d3 
0fbbcf6 0fafb81 0fb2609 0fd07b4 0daefde 
0fb707c 0fabafb 0fad843 0fd0216 0daed31 
0fb7f61 0fabd21 0fae8ba 0fcff90 0daec7c 
0fbb3a6 0faf9fd 0fb1bc6 0fcffb6 0daf180 
0fb4fb3 0fa94f2 0fab85a 0fcf9ad 0daea6c 
0fbbc10 0fafac8 0fb254c 0fcfb60 0daee9f 
0fb710a 0fabbbc 0fad8f1 0fcf749 0daeb3c 
0fb8016 0fabe04 0fae992 0fcf64b 0dae819 
0fbb477 0fafaff 0fb1cd0 0fcf6d3 0daeac3 
0fb505d 0fa95c9 0fab91f 0fcf117 0dae27d 
0fbbd00 0fafbcc 0fb2645 0fcf463 0dae5ef 
0fb7162 0fabc25 0fad961 0fcf074 0dae0d7 
0fb803d 0fabe45 0fae9d1 0fcf02c 0dadd77 
0fbb4df 0fafb67 0fb1d3e 0fcf0c1 0dae008 
0fb4ffa 0fa9579 0fab8be 0fceac7 0dad7f7 
0fbbc26 0fafb04 0fb258e 0fced8c 0dadd4b 
0fb6ffa 0fabad8 0fad80d 0fce7da 0dad92a 
0fb7dfd 0fabc0b 0fae792 0fce6c0 0dad844 
0fbb33f 0faf9b9 0fb1bb3 0fce814 0dadef1 
0fb4e92 0fa940e 0fab74f 0fce2d3 0dada71 
0fbba3f 0faf8cc 0fb2367 0fce615 0dae307 
0fb6f08 0fab99c 0fad6df 0fce21f 0dae193 
0fb7b1c 0fab8e8 0fae4a6 0fce11d 0dae17f 
0fbb076 0faf6bc 0fb18d6 0fce390 0dae8c7 
0fb4ac5 0fa9014 0fab387 0fcded5 0dae2e2 
0fbb6f7 0faf577 0fb203a 0fce254 0dae91f 
0fb6cb4 0fab748 0fad4b4 0fcde65 0dae506 
0fb7944 0fab6fd 0fae2ce 0fcdccf 0dae21f 
0fbaff3 0faf639 0fb1844 0fcddb7 0dae5b7 
0fb4bb1 0fa9152 0fab47c 0fcd76d 0dadb92 
0fbb7fd 0faf69e 0fb2151 0fcd9a6 0dadfab 
0fb6d7f 0fab842 0fad59f 0fcd4b3 0dadbb4 
0fb79d0 0fab7e7 0fae394 0fcd40a 0dad67e 
0fbaef7 0faf5ac 0fb16af 0fcd2dc 0dad7a5 
0fb49a1 0fa8f96 0fab1b0 0fcce6c 0dacf7c 
0fbb4f7 0faf413 0fb1d8f 0fcd185 0dad570 
0fb6b0e 0fab64c 0fad254 0fccde9 0dad3e6 
0fb7581 0fab418 0fade64 0fcccc7 0dad3c8 
0fbabb2 0faf2ac 0fb136f 0fccea8 0dadd4e 
0fb44d3 0fa8b1d 0faacf3 0fcc965 0daddd9 
0fbafe0 0faef34 0fb187d 0fcccdd 0dae89f 
0fb656c 0fab0dc 0faccaf 0fcc960 0dae971 
0fb70b4 0faaf90 0fad992 0fcca30 0daeaa5 
0fba7ad 0faeeb8 0fb0f45 0fccc25 0daf01c 
0fb41e6 0fa8842 0faa9e3 0fcc7c7 0dae8db 
0fbae3d 0faed96 0fb16d1 0fccbed 0daec03 
0fb657f 0fab0f0 0faccbb 0fcc8b6 0dae5a0 
0fb707e 0faaf41 0fad954 0fcc878 0dadfc0 
0fba978 0faf075 0fb110b 0fccaaf 0dae152 
0fb4296 0fa88f2 0faaa9f 0fcc4db 0dad5df 
0fbae2c 0faed6c 0fb16d1 0fcc845 0dad894 
0fb65dc 0fab13e 0facd2c 0fcc4d9 0dad417 
0fb6fc6 0faae7b 0fad8a5 0fcc42b 0dad231 
0fba855 0faef19 0fb101a 0fcc6e3 0dad8d2 
0fb4174 0fa879c 0faa981 0fcc2d2 0dad581 
0fbada6 0faec7b 0fb16bd 0fcc83e 0dae095 
0fb65e6 0fab0da 0face18 0fcc709 0dae36e 
0fb6ea3 0faacd6 0fad874 0fcc64b 0dae805 
0fba701 0faed67 0fb0fa4 0fcc792 0daf2c2 
0fb407c 0fa8654 0faa967 0fcc2b7 0daec51 
0fbaca6 0faeb6b 0fb1636 0fcc78b 0daf271 
0fb649b 0faaf92 0facccf 0fcc3af 0daee8e 
0fb6de0 0faac63 0fad7aa 0fcc3ba 0dae9ae 
0fba84e 0faeedd 0fb10f3 0fcc72e 0dae9be 
0fb3d02 0fa8507 0faa593 0fd8cf5 0da49bc 
0fb9e01 0fadc52 0fb077f 0fd91b0 0da4e1f 
0fb6eb9 0fab9dc 0fad6a3 0fd912c 0da4e19 
0fb5a27 0fa9a23 0fac396 0fd911d 0da4c44 
0fbaa3d 0faef4c 0fb12d6 0fd9507 0da550d 
0fb3ca5 0fa84a0 0faa523 0fd9078 0da50b1 
0fb9d63 0fadba0 0fb06ee 0fd9432 0da5795 
0fb6f59 0faba78 0fad760 0fd92b4 0da5900 
0fb5a78 0fa9a62 0fac40c 0fd90b8 0da566c 
0fbaacc 0faefc6 0fb137c 0fd93dd 0da5d6f 
0fb3d39 0fa852e 0faa5c8 0fd8ef9 0da57a7 
0fb9f4f 0fadd79 0fb08c4 0fd9261 0da5c35 
0fb707c 0fabba0 0fad86c 0fd8f86 0da5973 
0fb5bba 0fa9bb8 0fac524 0fd8e6b 0da53a8 
0fbac2a 0faf120 0fb14b9 0fd931c 0da58eb 
0fb3f03 0fa86f2 0faa789 0fd919c 0da51ed 
0fb9f2e 0fadd40 0fb08af 0fd975a 0da550d 
0fb7084 0fabb7e 0fad87b 0fd97d3 0da529f 
0fb5c39 0fa9c04 0fac599 0fd991e 0da4e86 
0fbad71 0faf23c 0fb15ee 0fd9e8a 0da54b7 
0fb3f72 0fa8750 0faa7de 0fd9a70 0da4d49 
0fba04b 0fade51 0fb09a6 0fd9d69 0da5181 
0fb7231 0fabd19 0fada07 0fd9ac0 0da509a 
0fb5d15 0fa9cd2 0fac659 0fd98a5 0da4dc2 
0fbae59 0faf329 0fb16ce 0fd9c9a 0da54b3 
0fb3fb7 0fa8799 0faa820 0fd9816 0da4e2b 
0fb9fc2 0faddc2 0fb092a 0fd9b1f 0da52f4 
0fb71e9 0fabce1 0fad9c6 0fd99b3 0da52dd 
0fb5d10 0fa9cdd 0fac651 0fd999e 0da4ff3 
0fbad9e 0faf277 0fb1614 0fd9dcf 0da55ed 
0fb4045 0fa883b 0faa8a9 0fd99c7 0da4ee8 
0fba058 0fade77 0fb09aa 0fd9d37 0da521a 
0fb720c 0fabd15 0fad9f0 0fd9b64 0da4fdc 
0fb5c1d 0fa9c0e 0fac58a 0fd9a56 0da4b92 
0fbadeb 0faf2c5 0fb166c 0fd9e4b 0da5130 
0fb3fd7 0fa87d2 0faa849 0fd9993 0da4942 
0fb9f56 0fadd68 0fb08ca 0fd9cdd 0da4c2a 
0fb7295 0fabd97 0fada84 0fd9be2 0da4b3e 
0fb5c73 0fa9c58 0fac5e1 0fd9a0a 0da474e 
0fbadf8 0faf2b6 0fb167b 0fd9d0c 0da4da1 
0fb40c7 0fa88c2 0faa94b 0fd98a2 0da4803 
0fba066 0fade72 0fb09e0 0fd9b71 0da4d14 
0fb72f5 0fabde1 0fadaf1 0fd98f7 0da4cf7 
0fb5c29 0fa9bf6 0fac5a1 0fd970f 0da49b7 
0fbae27 0faf2cf 0fb16c1 0fd9bad 0da50b8 
0fb408f 0fa886a 0faa90b 0fd97d7 0da49aa 
0fba0fd 0fadedb 0fb0a6a 0fd9c59 0da4da0 
0fb7373 0fabe45 0fadb6a 0fd9acf 0da4b09 
0fb5d1d 0fa9cd6 0fac682 0fd9a0b 0da45f3 
0fbae96 0faf33a 0fb1728 0fd9db9 0da4aa7 
0fb40ee 0fa88d5 0faa96a 0fd9a69 0da42d2 
0fba095 0fade8a 0fb0a06 0fd9fc8 0da465b 
0fb7431 0fabf09 0fadc16 0fda008 0da4591 
0fb5d3f 0fa9d19 0fac6a9 0fd9ee0 0da40d5 
0fbaf37 0faf3dd 0fb17bc 0fda236 0da4619 
0fb41a9 0fa8990 0faaa07 0fd9c7a 0da3e0a 
0fba104 0fadeee 0fb0a5d 0fd9ef4 0da414d 
0fb7425 0fabf08 0fadc12 0fd9d3a 0da3ff5 
0fb5cb7 0fa9c95 0fac627 0fd9be1 0da3c2a 
0fbae53 0faf2eb 0fb16da 0fd9e9a 0da42e7 
0fb40dd 0fa88ce 0faa953 0fd98ff 0da3e66 
0fb9fc0 0fadda9 0fb0940 0fd9cc6 0da45c5 
0fb72a9 0fabd80 0fadaa1 0fd9d7f 0da4791 
0fb5a55 0fa9a32 0fac3ca 0fd9d98 0da442b 
0fbaccf 0faf16c 0fb156b 0fda14b 0da4915 
0fb3ec8 0fa86c1 0faa74c 0fd9d52 0da40b4 
0fb9db3 0fadb91 0fb072b 0fda312 0da4407 
0fb715d 0fabc20 0fad953 0fda266 0da4151 
0fb598c 0fa9952 0fac312 0fd9f41 0da3cbd 
0fbac54 0faf0c8 0fb14d9 0fd9fbf 0da41f7 
0fb3e5a 0fa861d 0faa6bd 0fd9abc 0da3bff 
0fb9d55 0fadb19 0fb06b1 0fd9f37 0da4180 
0fb71ca 0fabc97 0fad9b6 0fd9d0d 0da420b 
0fb5a3f 0fa9a1a 0fac396 0fd99d8 0da3f56 
0fbace9 0faf18d 0fb1582 0fd9ce1 0da461b 
0fb3e58 0fa8673 0faa6d8 0fd98fa 0da3ee0 
0fb9d9f 0fadbc8 0fb071d 0fd9da8 0da42fb 
0fb71eb 0fabd1c 0fad9dc 0fd9a7a 0da4026 
0fb598f 0fa99e2 0fac2fb 0fd96bb 0da3969 
0fbac81 0faf195 0fb151a 0fd99dd 0da3d74 
0fb3e62 0fa870e 0faa6f9 0fd9693 0da3572 
0fb9ce3 0fadb82 0fb0680 0fd9a4d 0da393d 
0fb722b 0fabdbf 0fada39 0fd9782 0da38e7 
0fb59a0 0fa9a4d 0fac336 0fd9336 0da3506 
0fbac01 0faf156 0fb14bf 0fd93c5 0da3aa9 
0fb3de2 0fa86a5 0faa675 0fd8db4 0da3469 
0fb9cb7 0fadb62 0fb063f 0fd906b 0da397e 
0fb721e 0fabdad 0fada1f 0fd8f11 0da39b2 
0fb598c 0fa9a34 0fac30c 0fd8d81 0da35ab 
0fbacdb 0faf223 0fb1584 0fd90e8 0da3ad0 
0fb3e9c 0fa874f 0faa725 0fd8b37 0da31a8 
0fb9e4d 0fadce2 0fb07c0 0fd8dcb 0da3431 
0fb73fc 0fabf72 0fadbe9 0fd8abe 0da319b 
0fb5bac 0fa9c47 0fac519 0fd8849 0da2bdf 
0fbaf1c 0faf456 0fb17c1 0fd8c07 0da300f 
0fb404d 0fa8909 0faa8c5 0fd8813 0da25d7 
0fb9f16 0fadd97 0fb0888 0fd8dad 0da2761 
0fb7471 0fabfb5 0fadc68 0fd8ef6 0da2601 
0fb5b7a 0fa9bd8 0fac4dd 0fd8c57 0da2271 
0fbb021 0faf50c 0fb18b1 0fd8c0a 0da2ab3 
0fb4205 0fa8a59 0faaa69 0fd85ea 0da2737 
0fb9fca 0fade03 0fb0935 0fd89fc 0da2e24 
0fb760b 0fac144 0fade0c 0fd864e 0da2e97 
0fb5d36 0fa9d99 0fac6c4 0fd7f8c 0da29f0 
0fbb1a1 0faf68a 0fb1a4a 0fd8088 0da2e5d 
0fb4315 0fa8b7f 0faab8f 0fd7b08 0da2455 
0fba175 0fadfbc 0fb0af2 0fd7e26 0da265b 
0fb77cd 0fac313 0fadfc5 0fd7c95 0da22e3 
0fb5f15 0fa9f9c 0fac86e 0fd7c32 0da1bbb 
0fbb286 0faf79e 0fb1b1f 0fd7fc7 0da1dfc 
0fb457a 0fa8e1d 0faadf8 0fd7bb8 0da1594 
0fba381 0fae1ff 0fb0d0b 0fd7e5f 0da1823 
0fb79ae 0fac51b 0fae19f 0fd7c21 0da180e 
0fb5f63 0faa020 0fac8eb 0fd7970 0da1546 
0fbb31b 0faf843 0fb1bba 0fd7ba2 0da1c53 
0fb451b 0fa8dd3 0faada6 0fd743d 0da15ba 
0fba44b 0fae2d1 0fb0de1 0fd73fb 0da1a49 
0fb7b74 0fac6e5 0fae388 0fd6e11 0da19b5 
0fb60f8 0faa186 0faca8e 0fd67a2 0da1576 
0fbb508 0fafa0b 0fb1dae 0fd6853 0da1cb8 
0fb45cf 0fa8e6b 0faae59 0fd6087 0da15ec 
0fba4a4 0fae306 0fb0e39 0fd61a2 0da1ac2 
0fb7b53 0fac6ad 0fae39c 0fd5d25 0da1913 
0fb61f7 0faa288 0facbe6 0fd5aa0 0da13d8 
0fbb62b 0fafb29 0fb1ef5 0fd5de7 0da1788 
0fb4734 0fa8fc9 0fab036 0fd5a06 0da0d43 
0fba47c 0fae2de 0fb0e26 0fd5d9c 0da0d52 
0fb7b65 0fac6ba 0fae397 0fd5d4e 0da0960 
0fb6118 0faa19a 0facade 0fd5c6b 0da028b 
0fbb593 0fafa7c 0fb1e30 0fd606b 0da06fe 
0fb4710 0fa8f9c 0faafc8 0fd5ba8 0d9feba 
0fba54c 0fae3a3 0fb0ee2 0fd5dbd 0da02bc 
0fb7bb5 0fac6fc 0fae405 0fd5b1e 0da0331 
0fb61b6 0faa226 0facbf0 0fd57f6 0da0062 
0fbb5a7 0fafa8f 0fb1eef 0fd58c8 0da076e 
0fb47a7 0fa9027 0fab16e 0fd51ef 0da018c 
0fba6b2 0fae502 0fb10f6 0fd518d 0da061c 
0fb7cf3 0fac83a 0fae510 0fd4b7b 0da0455 
0fb6352 0faa3c6 0faccec 0fd478c 0d9ffbc 
0fbb723 0fafc12 0fb1fed 0fd491a 0da0441 
0fb490d 0fa91a6 0fab1a8 0fd441c 0d9fc7d 
0fba75c 0fae5b3 0fb10e8 0fd46a4 0d9ff93 
0fb7d91 0fac8ef 0fae594 0fd44bd 0d9fdae 
0fb625d 0faa2da 0facbf1 0fd426d 0d9f7f6 
0fbb78e 0fafc85 0fb204f 0fd465b 0d9fe17 
0fb4936 0fa91c7 0fab1d4 0fd4170 0d9f60c 
0fba79c 0fae5e0 0fb113b 0fd4458 0d9f8dc 
0fb7e52 0fac999 0fae64f 0fd41bd 0d9f6b1 
0fb6460 0faa4c2 0facde8 0fd3f08 0d9f0af 
0fbb96e 0fafe40 0fb2223 0fd40df 0d9f528 
0fb4ad6 0fa9352 0fab35d 0fd3899 0d9ecd0 
0fba8fb 0fae72c 0fb127b 0fd383e 0d9f05f 
0fb7f31 0faca58 0fae741 0fd339d 0d9eff9 
0fb64ec 0faa544 0face9a 0fd2f9b 0d9ed26 
0fbb980 0fafe3c 0fb223f 0fd2ffc 0d9f41f 
0fb4a29 0fa92a2 0fab2bf 0fd2833 0d9ed13 
0fba848 0fae668 0fb11dd 0fd2a86 0d9f1df 
0fb7f50 0faca6f 0fae757 0fd2838 0d9f163 
0fb6421 0faa47b 0facd9e 0fd259b 0d9ed03 
0fbb8a5 0fafd59 0fb215b 0fd28ae 0d9f23c 
0fb4a6d 0fa92f8 0fab2fc 0fd24b7 0d9ea90 
0fba847 0fae684 0fb11de 0fd282e 0d9ed53 
0fb7ea8 0fac9ea 0fae6c9 0fd2566 0d9e9b7 
0fb6344 0faa3c4 0faccdf 0fd2393 0d9e37b 
0fbb8a6 0fafd77 0fb217b 0fd26a8 0d9e74b 
0fb4962 0fa91fd 0fab218 0fd2054 0d9ddb5 
0fba74b 0fae58f 0fb1106 0fd22ed 0d9e047 
0fb7f4d 0faca85 0fae77f 0fd2027 0d9de9d 
0fb63e3 0faa449 0facd92 0fd1bfd 0d9da3f 
0fbb904 0fafdb6 0fb21ea 0fd1da5 0d9e0df 
0fb4a2e 0fa92ad 0fab2dc 0fd1752 0d9da0e 
0fba824 0fae646 0fb11d6 0fd19ba 0d9df7d 
0fb7f3c 0faca54 0fae76c 0fd147b 0d9df92 
0fb63b0 0faa406 0facd55 0fd1086 0d9ddc5 
0fbb805 0fafcaa 0fb20d6 0fd1391 0d9e62f 
0fb4915 0fa9191 0fab1c8 0fd0eb9 0d9e058 
0fba622 0fae442 0fb0fd8 0fd12b2 0d9e4ac 
0fb7d34 0fac859 0fae56c 0fd1270 0d9e2a9 
0fb609d 0faa0f3 0faca5e 0fd12e2 0d9de4b 
0fbb4dc 0faf964 0fb1dcc 0fd1832 0d9e3d1 
0fb460a 0fa8e7a 0faaee9 0fd1251 0d9dab2 
0fba288 0fae099 0fb0b56 0fd0fa4 0d9d9fd 
0fb7a66 0fac577 0fae1b9 0fd0b62 0d9d801 
0fb5f7d 0fa9fca 0fac81b 0fd0939 0d9d383 
0fbb503 0faf9bb 0fb1cec 0fd0ab3 0d9d912 
0fb472d 0fa8fc9 0faaeeb 0fd0392 0d9d28c 
0fba468 0fae2b5 0fb0d50 0fd051a 0d9d716 
0fb7d3f 0fac88b 0fae53d 0fd0353 0d9d823 
0fb61d6 0faa277 0facb86 0fd012a 0d9d5ae 
0fbb723 0fafc13 0fb2004 0fd03ae 0d9db15 
0fb492b 0fa9227 0fab1e8 0fcfe04 0d9d313 
0fba6b8 0fae584 0fb108c 0fcfff6 0d9d5c2 
0fb7eb9 0faca8a 0fae6ff 0fcfcd2 0d9d3c0 
0fb61bf 0faa2eb 0facb6f 0fcf9e4 0d9cf9e 
0fbb7d4 0fafd22 0fb20a6 0fcfc1a 0d9d852 
0fb4927 0fa926a 0fab1eb 0fcf5b5 0d9d395 
0fba508 0fae3ed 0fb0ef7 0fcf770 0d9d947 
0fb7d71 0fac94b 0fae5d0 0fcf535 0d9da34 
0fb60c1 0faa1dd 0faca73 0fcf2b4 0d9d6d2 
0fbb6bf 0fafc14 0fb1fc5 0fcf609 0d9dc99 
0fb4875 0fa91c4 0fab144 0fcf0dc 0d9d2d5 
0fba594 0fae47c 0fb0f6a 0fcf3ca 0d9d431 
0fb7e93 0faca78 0fae6dd 0fcf1e7 0d9d011 
0fb62d3 0faa408 0facc97 0fcf068 0d9c910 
0fbb8f0 0fafe3d 0fb21e8 0fcf2fe 0d9cce4 
0fb4ab5 0fa93f7 0fab38b 0fced26 0d9c30a 
0fba7e9 0fae6cd 0fb11d3 0fcf07b 0d9c502 
0fb80ba 0facc7d 0fae913 0fcef17 0d9c337 
0fb640c 0faa512 0facdf0 0fcef19 0d9bfa8 
0fbba4d 0faff67 0fb2368 0fcf3ad 0d9c841 
0fb4ac5 0fa93d3 0fab3bb 0fcecc8 0d9c30c 
0fba6ff 0fae58a 0fb10f6 0fcef93 0d9cb78 
0fb7ee5 0faca4b 0fae754 0fcee1f 0d9d025 
0fb6129 0faa1ef 0faca3c 0fceaa6 0d9cf44 
0fbb7af 0fafca6 0fb1fc2 0fcecef 0d9d859 
0fb4924 0fa920c 0fab0f5 0fce688 0d9d1c4 
0fba5bd 0fae438 0fb0eb0 0fce8ec 0d9d383 
0fb80ce 0facc35 0fae90b 0fcea24 0d9d1cd 
0fb64e0 0faa593 0face97 0fce8fa 0d9c8e3 
0fbbbd2 0fb00b3 0fb24d7 0fcedbe 0d9caa2 
0fb4d69 0fa965a 0fab651 0fce9fb 0d9bf0c 
0fbaa94 0fae913 0fb1466 0fcf064 0d9c01e 
0fb8385 0facefb 0faebd7 0fcf218 0d9bdc6 
0fb6535 0faa609 0faceef 0fcf13f 0d9b93c 
0fbbb4b 0fb002c 0fb2437 0fcf695 0d9c274 
0fb4bb7 0fa9493 0fab475 0fcf283 0d9bd84 
0fba837 0fae6a9 0fb1206 0fcf6cb 0d9c44c 
0fb8091 0facbd8 0fae8cd 0fcf41f 0d9c5b4 
0fb6323 0faa3c4 0faccd0 0fcf200 0d9c4df 
0fbb910 0fafdc9 0fb21f6 0fcf525 0d9ce34 
0fb4a28 0fa92e5 0fab2f6 0fcf02c 0d9ca10 
0fba64d 0fae4a6 0fb102a 0fcf3ae 0d9cfd1 
0fb7fe7 0facb2e 0fae82d 0fcf246 0d9d01e 
0fb62a9 0faa367 0facc6b 0fcf0d2 0d9cc0d 
0fbb847 0fafd26 0fb213f 0fcf3d0 0d9cf69 
0fb4a00 0fa92da 0fab2b6 0fcf06b 0d9c5ab 
0fba65a 0fae4be 0fb1025 0fcf6b5 0d9c726 
0fb7f84 0facac8 0fae7ca 0fcf9db 0d9c411 
0fb6193 0faa239 0facb3a 0fcff46 0d9be5a 
0fbb790 0fafc43 0fb2078 0fd0975 0d9c34e 
0fb47d5 0fa908a 0fab093 0fd090f 0d9bb3a 
0fba318 0fae146 0fb0ce8 0fd10be 0d9bf37 
0fb7c7a 0fac7a0 0fae4b5 0fd11c1 0d9bf0a 
0fb5ef8 0fa9f94 0fac8b1 0fd10ab 0d9bc13 
0fbb60c 0fafaad 0fb1ef2 0fd142b 0d9c3f7 
0fb47b1 0fa905f 0fab06c 0fd0f4e 0d9beaf 
0fba38f 0fae1b9 0fb0d65 0fd1187 0d9c495 
0fb7e1e 0fac943 0fae669 0fd0f9b 0d9c5f2 
0fb602d 0faa0b0 0fac9ec 0fd0de3 0d9c29a 
